transaction_id,merchant_id,customer_id,amount,payment_method,status,failure_reason,retry_count,created_at
TXN100042,MERCHANT004,CUSTOMER5897,2645.76,WALLET,SUCCESS,,0,2026-07-25T12:34:05.380976
TXN100043,MERCHANT002,CUSTOMER4933,18757.21,UPI,SUCCESS,,0,2026-08-15T13:20:12.380981
TXN100044,MERCHANT005,CUSTOMER9040,5244.51,WALLET,FAILED,NETWORK_ERROR,1,2026-08-01T16:59:09.380987
TXN100045,MERCHANT003,CUSTOMER6076,10733.15,WALLET,SUCCESS,,0,2026-07-27T11:00:53.380993
TXN100046,MERCHANT001,CUSTOMER8542,7048.14,WALLET,SUCCESS,,0,2026-08-18T10:43:39.380999
TXN100047,MERCHANT005,CUSTOMER7967,10687.02,UPI,SUCCESS,,0,2026-08-18T08:28:28.381004
TXN100048,MERCHANT003,CUSTOMER7836,15646.32,UPI,SUCCESS,,0,2026-08-15T20:23:37.381010
TXN100049,MERCHANT003,CUSTOMER6495,6217.24,NET_BANKING,SUCCESS,,0,2026-07-26T17:24:26.381015
TXN100050,MERCHANT005,CUSTOMER1182,10951.86,UPI,SUCCESS,,0,2026-08-17T14:43:28.381020
TXN100051,MERCHANT003,CUSTOMER6132,13903.83,UPI,SUCCESS,,0,2026-08-12T21:53:12.381025
TXN100052,MERCHANT003,CUSTOMER4103,1576.26,NET_BANKING,SUCCESS,,0,2026-08-12T23:11:44.381030
TXN100053,MERCHANT001,CUSTOMER8570,21103.54,WALLET,SUCCESS,,0,2026-07-28T20:18:30.381036
TXN100054,MERCHANT003,CUSTOMER6508,6697.72,UPI,SUCCESS,,0,2026-07-29T17:56:14.381043
TXN100055,MERCHANT003,CUSTOMER3961,1251.07,UPI,SUCCESS,,0,2026-08-19T12:33:11.381049
TXN100056,MERCHANT003,CUSTOMER7565,1361.31,NET_BANKING,SUCCESS,,0,2026-08-01T02:18:15.381055
TXN100057,MERCHANT002,CUSTOMER9556,2920.22,NET_BANKING,SUCCESS,,0,2026-08-07T14:06:08.381061
TXN100058,MERCHANT001,CUSTOMER7410,20365.51,UPI,SUCCESS,,0,2026-07-31T03:47:13.381066
TXN100059,MERCHANT005,CUSTOMER4296,15447.81,CARD,SUCCESS,,0,2026-08-09T13:53:59.381071
TXN100060,MERCHANT004,CUSTOMER3432,20460.76,UPI,SUCCESS,,0,2026-07-28T09:41:19.381077
TXN100061,MERCHANT004,CUSTOMER1428,19069.42,NET_BANKING,SUCCESS,,0,2026-07-28T17:10:32.381082
TXN100062,MERCHANT003,CUSTOMER1127,1638.36,NET_BANKING,SUCCESS,,0,2026-08-18T15:24:12.381087
TXN100063,MERCHANT005,CUSTOMER9225,15362.78,UPI,SUCCESS,,0,2026-08-22T02:32:31.381092
TXN100064,MERCHANT004,CUSTOMER4383,6363.35,WALLET,SUCCESS,,0,2026-07-27T02:59:30.381097
TXN100065,MERCHANT002,CUSTOMER4891,11656.48,UPI,SUCCESS,,0,2026-08-24T11:32:46.381103
TXN100066,MERCHANT003,CUSTOMER9647,7633.46,CARD,SUCCESS,,0,2026-08-16T08:15:32.381108
TXN100067,MERCHANT005,CUSTOMER6624,12890.39,UPI,SUCCESS,,0,2026-07-26T09:00:14.381114
TXN100068,MERCHANT002,CUSTOMER9730,16775.84,UPI,SUCCESS,,0,2026-08-16T19:30:04.381119
TXN100069,MERCHANT001,CUSTOMER1927,1779.71,UPI,SUCCESS,,0,2026-08-13T20:16:48.381124
TXN100070,MERCHANT003,CUSTOMER6517,11789.09,WALLET,SUCCESS,,0,2026-08-01T10:45:03.381129
TXN100071,MERCHANT003,CUSTOMER9364,6842.7,CARD,SUCCESS,,0,2026-07-30T01:17:40.381134
TXN100072,MERCHANT002,CUSTOMER6229,6094.15,NET_BANKING,SUCCESS,,0,2026-08-11T11:41:16.381140
TXN100073,MERCHANT001,CUSTOMER9126,17022.28,UPI,SUCCESS,,0,2026-08-11T17:26:57.381145
TXN100074,MERCHANT003,CUSTOMER9181,13065.97,CARD,SUCCESS,,0,2026-08-14T11:40:40.381150
TXN100075,MERCHANT003,CUSTOMER6277,1870.56,WALLET,SUCCESS,,0,2026-08-16T09:19:25.381155
TXN100076,MERCHANT003,CUSTOMER5394,13232.29,UPI,SUCCESS,,0,2026-07-30T19:52:57.381160
TXN100077,MERCHANT005,CUSTOMER3656,6427.61,CARD,SUCCESS,,0,2026-08-16T11:27:50.381166
TXN100078,MERCHANT001,CUSTOMER8793,19449.59,UPI,SUCCESS,,0,2026-08-22T10:50:55.381171
TXN100079,MERCHANT003,CUSTOMER6831,6608.66,WALLET,SUCCESS,,0,2026-08-01T22:39:10.381176
TXN100080,MERCHANT001,CUSTOMER9057,2110.4,CARD,SUCCESS,,0,2026-08-15T23:02:43.381181
TXN100081,MERCHANT004,CUSTOMER5989,414.71,CARD,SUCCESS,,0,2026-07-31T12:10:21.381186
TXN100082,MERCHANT004,CUSTOMER2429,10555.75,NET_BANKING,SUCCESS,,0,2026-08-04T05:36:49.381191
TXN100083,MERCHANT004,CUSTOMER9050,23161.02,WALLET,FAILED,TIMEOUT,0,2026-08-12T17:06:49.381198
TXN100084,MERCHANT004,CUSTOMER6810,11679.46,UPI,SUCCESS,,0,2026-08-10T18:26:33.381203
TXN100085,MERCHANT004,CUSTOMER9737,5830.94,WALLET,SUCCESS,,0,2026-07-25T05:06:29.381208
TXN100086,MERCHANT003,CUSTOMER3904,20922.24,UPI,FAILED,TIMEOUT,0,2026-08-14T19:03:59.381214
TXN100087,MERCHANT003,CUSTOMER3984,2713.21,WALLET,FAILED,INSUFFICIENT_FUNDS,2,2026-07-28T23:54:45.381221
TXN100088,MERCHANT001,CUSTOMER7562,4036.53,UPI,SUCCESS,,0,2026-07-27T10:29:55.381227
TXN100089,MERCHANT003,CUSTOMER1512,17901.07,CARD,FAILED,NETWORK_ERROR,3,2026-08-22T07:11:47.381233
TXN100090,MERCHANT003,CUSTOMER6103,13864.57,WALLET,SUCCESS,,0,2026-07-25T09:19:14.381238
TXN100091,MERCHANT002,CUSTOMER2400,11493.5,NET_BANKING,SUCCESS,,0,2026-08-06T10:36:58.381331
TXN100092,MERCHANT005,CUSTOMER3323,14989.37,CARD,SUCCESS,,0,2026-08-05T21:20:08.381342
TXN100093,MERCHANT001,CUSTOMER9455,11355.14,UPI,SUCCESS,,0,2026-08-18T12:12:59.381349
TXN100094,MERCHANT004,CUSTOMER1406,8587.61,WALLET,SUCCESS,,0,2026-08-22T05:36:32.381354
TXN100095,MERCHANT004,CUSTOMER9170,9705.4,NET_BANKING,SUCCESS,,0,2026-08-19T14:47:55.381359
TXN100096,MERCHANT002,CUSTOMER1436,15786.84,WALLET,SUCCESS,,0,2026-07-27T16:53:58.381365
TXN100097,MERCHANT001,CUSTOMER1574,21691.65,WALLET,SUCCESS,,0,2026-07-28T17:40:48.381370
TXN100098,MERCHANT003,CUSTOMER5582,2167.95,UPI,SUCCESS,,0,2026-07-25T18:56:06.381375
TXN100099,MERCHANT001,CUSTOMER2497,13286.22,UPI,SUCCESS,,0,2026-08-14T18:50:25.381381
TXN100100,MERCHANT001,CUSTOMER5425,10351.47,NET_BANKING,SUCCESS,,0,2026-08-14T00:31:17.381386
TXN100101,MERCHANT005,CUSTOMER9399,3365.91,CARD,SUCCESS,,0,2026-08-18T18:34:45.381391
TXN100102,MERCHANT002,CUSTOMER1597,16850.68,WALLET,SUCCESS,,0,2026-08-23T19:01:08.381397
TXN100103,MERCHANT002,CUSTOMER6305,6484.44,WALLET,FAILED,NETWORK_ERROR,1,2026-08-16T15:54:35.381404
TXN100104,MERCHANT001,CUSTOMER7038,11253.99,CARD,SUCCESS,,0,2026-08-16T15:16:40.381410
TXN100105,MERCHANT005,CUSTOMER2916,16250.81,WALLET,SUCCESS,,0,2026-07-27T08:03:31.381415
TXN100106,MERCHANT003,CUSTOMER2139,24738.8,CARD,SUCCESS,,0,2026-08-14T09:13:18.381420
TXN100107,MERCHANT003,CUSTOMER9269,24410.23,CARD,SUCCESS,,0,2026-08-20T21:12:48.381425
TXN100108,MERCHANT004,CUSTOMER1646,17758.83,NET_BANKING,SUCCESS,,0,2026-08-06T14:31:47.381430
TXN100109,MERCHANT003,CUSTOMER2785,19111.38,NET_BANKING,SUCCESS,,0,2026-08-15T04:43:16.381436
TXN100110,MERCHANT004,CUSTOMER4137,22670.44,UPI,SUCCESS,,0,2026-07-31T13:06:45.381441
TXN100111,MERCHANT001,CUSTOMER2868,22883.39,NET_BANKING,SUCCESS,,0,2026-08-18T02:28:17.381454
TXN100112,MERCHANT001,CUSTOMER3907,5014.48,CARD,SUCCESS,,0,2026-08-07T06:17:17.381460
TXN100113,MERCHANT001,CUSTOMER2235,22557.21,UPI,SUCCESS,,0,2026-08-24T05:01:01.381466
TXN100114,MERCHANT003,CUSTOMER9184,17536.0,NET_BANKING,SUCCESS,,0,2026-08-18T07:44:48.381471
TXN100115,MERCHANT005,CUSTOMER1891,949.61,WALLET,SUCCESS,,0,2026-08-12T07:43:48.381477
TXN100116,MERCHANT004,CUSTOMER9416,12054.89,UPI,SUCCESS,,0,2026-08-06T15:26:23.381482
TXN100117,MERCHANT003,CUSTOMER8916,20656.03,CARD,SUCCESS,,0,2026-07-31T21:32:02.381487
TXN100118,MERCHANT003,CUSTOMER7076,15383.02,UPI,SUCCESS,,0,2026-07-29T08:55:32.381493
TXN100119,MERCHANT004,CUSTOMER4867,18350.53,NET_BANKING,SUCCESS,,0,2026-08-18T07:22:06.381498
TXN100120,MERCHANT001,CUSTOMER1650,9396.22,CARD,SUCCESS,,0,2026-08-14T13:51:25.381503
TXN100121,MERCHANT002,CUSTOMER4999,1680.38,NET_BANKING,FAILED,TIMEOUT,1,2026-07-31T06:23:46.381511
TXN100122,MERCHANT004,CUSTOMER4178,22600.1,WALLET,SUCCESS,,0,2026-08-20T05:19:31.381517
TXN100123,MERCHANT002,CUSTOMER5193,8127.52,WALLET,FAILED,UNKNOWN,3,2026-08-21T16:38:35.381523
TXN100124,MERCHANT004,CUSTOMER2162,11708.39,NET_BANKING,SUCCESS,,0,2026-08-07T10:12:50.381529
TXN100125,MERCHANT003,CUSTOMER4687,16899.15,WALLET,SUCCESS,,0,2026-08-19T09:54:08.381534
TXN100126,MERCHANT003,CUSTOMER6917,19325.77,CARD,SUCCESS,,0,2026-08-18T20:35:22.381540
TXN100127,MERCHANT002,CUSTOMER5050,11502.32,WALLET,SUCCESS,,0,2026-08-22T13:14:05.381545
TXN100128,MERCHANT004,CUSTOMER1182,23951.27,CARD,SUCCESS,,0,2026-08-23T07:36:35.381550
TXN100129,MERCHANT001,CUSTOMER5347,13975.6,WALLET,SUCCESS,,0,2026-08-23T20:36:38.381556
TXN100130,MERCHANT001,CUSTOMER4665,19559.92,WALLET,FAILED,INSUFFICIENT_FUNDS,1,2026-07-29T01:30:53.381562
TXN100131,MERCHANT001,CUSTOMER3921,18423.06,UPI,SUCCESS,,0,2026-08-24T01:48:32.381567
TXN100132,MERCHANT005,CUSTOMER7326,1410.61,NET_BANKING,FAILED,TIMEOUT,3,2026-08-01T02:30:12.381573
TXN100133,MERCHANT004,CUSTOMER6896,5910.55,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,2,2026-08-10T11:44:51.381580
TXN100134,MERCHANT001,CUSTOMER1063,18679.52,WALLET,FAILED,INSUFFICIENT_FUNDS,0,2026-08-20T01:20:02.381586
TXN100135,MERCHANT001,CUSTOMER5445,9402.79,WALLET,SUCCESS,,0,2026-08-15T10:07:36.381592
TXN100136,MERCHANT002,CUSTOMER3166,408.39,UPI,FAILED,TIMEOUT,1,2026-08-02T09:36:29.381598
TXN100137,MERCHANT005,CUSTOMER8439,10631.94,WALLET,SUCCESS,,0,2026-08-21T21:20:08.381603
TXN100138,MERCHANT004,CUSTOMER6849,15482.23,NET_BANKING,SUCCESS,,0,2026-07-26T00:54:39.381609
TXN100139,MERCHANT005,CUSTOMER4897,7388.35,UPI,SUCCESS,,0,2026-08-11T04:06:10.381614
TXN100140,MERCHANT002,CUSTOMER3968,21250.7,NET_BANKING,SUCCESS,,0,2026-07-30T21:22:09.381619
TXN100141,MERCHANT004,CUSTOMER5499,21743.6,WALLET,SUCCESS,,0,2026-08-14T04:06:34.381624
TXN100142,MERCHANT001,CUSTOMER5872,16622.76,CARD,SUCCESS,,0,2026-08-10T07:27:09.381629
TXN100143,MERCHANT002,CUSTOMER4548,9451.29,NET_BANKING,SUCCESS,,0,2026-08-18T05:56:23.381634
TXN100144,MERCHANT002,CUSTOMER2493,20816.3,WALLET,SUCCESS,,0,2026-07-29T19:01:12.381640
TXN100145,MERCHANT001,CUSTOMER3792,18589.73,CARD,SUCCESS,,0,2026-08-17T12:21:19.381645
TXN100146,MERCHANT003,CUSTOMER4084,16757.5,NET_BANKING,FAILED,TIMEOUT,3,2026-08-15T07:01:21.381651
TXN100147,MERCHANT002,CUSTOMER4550,11628.42,WALLET,SUCCESS,,0,2026-08-08T14:33:16.381656
TXN100148,MERCHANT003,CUSTOMER6625,17353.83,WALLET,SUCCESS,,0,2026-08-16T19:27:34.381661
TXN100149,MERCHANT003,CUSTOMER9809,857.8,CARD,SUCCESS,,0,2026-08-16T00:41:50.381666
TXN100150,MERCHANT002,CUSTOMER2241,2120.65,CARD,FAILED,TIMEOUT,1,2026-07-30T17:09:20.381674
TXN100151,MERCHANT005,CUSTOMER9155,8052.7,UPI,SUCCESS,,0,2026-08-23T06:56:53.381682
TXN100152,MERCHANT005,CUSTOMER7875,22775.35,WALLET,SUCCESS,,0,2026-08-04T03:02:31.381687
TXN100153,MERCHANT004,CUSTOMER6193,2942.57,NET_BANKING,SUCCESS,,0,2026-07-25T04:44:17.381692
TXN100154,MERCHANT004,CUSTOMER1221,10842.07,WALLET,SUCCESS,,0,2026-08-09T02:24:06.381698
TXN100155,MERCHANT005,CUSTOMER3770,9486.57,NET_BANKING,SUCCESS,,0,2026-07-28T15:57:48.381703
TXN100156,MERCHANT001,CUSTOMER9048,24782.97,CARD,SUCCESS,,0,2026-08-02T01:13:48.381708
TXN100157,MERCHANT003,CUSTOMER5207,6839.4,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,0,2026-08-16T07:57:02.381715
TXN100158,MERCHANT004,CUSTOMER8491,16095.35,CARD,SUCCESS,,0,2026-08-01T15:39:59.381720
TXN100159,MERCHANT002,CUSTOMER9030,2936.45,NET_BANKING,SUCCESS,,0,2026-08-15T20:35:31.381725
TXN100160,MERCHANT002,CUSTOMER7167,5351.09,CARD,FAILED,TIMEOUT,3,2026-07-30T16:47:33.381731
TXN100161,MERCHANT003,CUSTOMER1086,11074.12,NET_BANKING,SUCCESS,,0,2026-08-06T12:08:17.381737
TXN100162,MERCHANT005,CUSTOMER1893,2109.42,CARD,FAILED,NETWORK_ERROR,3,2026-08-23T20:54:33.381743
TXN100163,MERCHANT002,CUSTOMER6131,2784.77,WALLET,SUCCESS,,0,2026-08-03T09:37:38.381748
TXN100164,MERCHANT005,CUSTOMER6560,8029.62,WALLET,SUCCESS,,0,2026-07-25T09:42:21.381753
TXN100165,MERCHANT003,CUSTOMER9492,1533.31,CARD,SUCCESS,,0,2026-08-09T04:03:51.381759
TXN100166,MERCHANT002,CUSTOMER2728,17834.8,WALLET,SUCCESS,,0,2026-08-06T09:38:38.381764
TXN100167,MERCHANT005,CUSTOMER7126,4029.36,NET_BANKING,SUCCESS,,0,2026-08-05T19:31:02.381769
TXN100168,MERCHANT002,CUSTOMER7360,16722.21,NET_BANKING,SUCCESS,,0,2026-08-07T00:54:15.381775
TXN100169,MERCHANT002,CUSTOMER5012,20732.7,UPI,SUCCESS,,0,2026-08-01T11:44:46.381780
TXN100170,MERCHANT001,CUSTOMER3425,15179.33,WALLET,SUCCESS,,0,2026-08-06T03:09:00.381785
TXN100171,MERCHANT001,CUSTOMER3696,13274.73,UPI,SUCCESS,,0,2026-08-19T12:51:41.381791
TXN100172,MERCHANT004,CUSTOMER6765,8430.66,NET_BANKING,SUCCESS,,0,2026-07-28T12:23:26.381796
TXN100173,MERCHANT004,CUSTOMER7184,15378.48,NET_BANKING,SUCCESS,,0,2026-08-22T22:12:29.381801
TXN100174,MERCHANT005,CUSTOMER6221,1894.46,CARD,FAILED,NETWORK_ERROR,3,2026-08-18T09:47:04.381807
TXN100175,MERCHANT004,CUSTOMER1832,323.71,CARD,SUCCESS,,0,2026-08-15T05:36:28.381813
TXN100176,MERCHANT005,CUSTOMER6177,4120.03,NET_BANKING,SUCCESS,,0,2026-08-05T08:37:51.381818
TXN100177,MERCHANT003,CUSTOMER7934,19940.29,NET_BANKING,SUCCESS,,0,2026-08-13T21:01:15.381824
TXN100178,MERCHANT004,CUSTOMER3779,16698.33,WALLET,SUCCESS,,0,2026-07-30T02:47:05.381830
TXN100179,MERCHANT004,CUSTOMER9923,10331.47,NET_BANKING,SUCCESS,,0,2026-08-18T09:41:28.381835
TXN100180,MERCHANT005,CUSTOMER7806,2529.34,NET_BANKING,SUCCESS,,0,2026-08-13T06:01:41.381840
TXN100181,MERCHANT002,CUSTOMER2105,21131.75,NET_BANKING,SUCCESS,,0,2026-08-08T22:50:12.381884
TXN100182,MERCHANT003,CUSTOMER1805,20626.66,WALLET,SUCCESS,,0,2026-08-11T16:24:32.381890
TXN100183,MERCHANT002,CUSTOMER1259,15594.6,WALLET,SUCCESS,,0,2026-07-28T20:24:16.381895
TXN100184,MERCHANT003,CUSTOMER2910,13987.01,UPI,FAILED,TIMEOUT,3,2026-07-30T13:52:34.381902
TXN100185,MERCHANT004,CUSTOMER7359,7890.47,UPI,SUCCESS,,0,2026-08-04T15:41:08.381907
TXN100186,MERCHANT002,CUSTOMER6259,22425.23,WALLET,SUCCESS,,0,2026-08-18T04:11:35.381912
TXN100187,MERCHANT005,CUSTOMER3543,15781.17,NET_BANKING,SUCCESS,,0,2026-08-10T08:38:37.381918
TXN100188,MERCHANT003,CUSTOMER5028,24931.81,WALLET,SUCCESS,,0,2026-07-28T08:55:21.381923
TXN100189,MERCHANT004,CUSTOMER1500,3961.35,UPI,SUCCESS,,0,2026-08-09T04:02:48.381928
TXN100190,MERCHANT002,CUSTOMER1460,6007.42,NET_BANKING,FAILED,BANK_DECLINED,2,2026-07-26T12:54:18.381934
TXN100191,MERCHANT005,CUSTOMER8384,6946.12,CARD,SUCCESS,,0,2026-08-02T00:25:04.381940
TXN100192,MERCHANT005,CUSTOMER6332,22415.97,WALLET,SUCCESS,,0,2026-07-30T05:44:46.381945
TXN100193,MERCHANT002,CUSTOMER9420,2974.05,CARD,SUCCESS,,0,2026-07-31T04:55:57.381950
TXN100194,MERCHANT003,CUSTOMER8923,1647.22,WALLET,SUCCESS,,0,2026-08-02T15:04:27.381955
TXN100195,MERCHANT003,CUSTOMER6496,23958.78,WALLET,SUCCESS,,0,2026-07-28T07:13:35.381960
TXN100196,MERCHANT003,CUSTOMER5170,14185.1,CARD,SUCCESS,,0,2026-08-08T17:47:52.381965
TXN100197,MERCHANT004,CUSTOMER5282,9276.84,CARD,SUCCESS,,0,2026-08-06T06:16:28.381971
TXN100198,MERCHANT002,CUSTOMER5671,11383.27,WALLET,SUCCESS,,0,2026-08-12T22:25:43.381976
TXN100199,MERCHANT003,CUSTOMER7131,13817.53,UPI,SUCCESS,,0,2026-07-28T09:05:06.381981
TXN100200,MERCHANT003,CUSTOMER3507,10986.68,UPI,SUCCESS,,0,2026-07-30T10:23:53.381986
TXN100201,MERCHANT004,CUSTOMER3750,18778.77,NET_BANKING,SUCCESS,,0,2026-07-31T19:28:09.381991
TXN100202,MERCHANT004,CUSTOMER3735,15312.68,WALLET,SUCCESS,,0,2026-08-04T00:26:43.381996
TXN100203,MERCHANT002,CUSTOMER3026,16584.05,WALLET,SUCCESS,,0,2026-08-11T05:26:29.382001
TXN100204,MERCHANT002,CUSTOMER3076,3869.58,UPI,SUCCESS,,0,2026-08-01T07:08:11.382007
TXN100205,MERCHANT003,CUSTOMER1374,11889.72,UPI,SUCCESS,,0,2026-08-01T16:04:20.382012
TXN100206,MERCHANT005,CUSTOMER4624,385.56,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,0,2026-08-24T08:14:46.382018
TXN100207,MERCHANT004,CUSTOMER5173,9150.98,CARD,SUCCESS,,0,2026-08-04T17:28:48.382023
TXN100208,MERCHANT005,CUSTOMER5343,17550.49,UPI,FAILED,INSUFFICIENT_FUNDS,1,2026-08-07T21:20:38.382029
TXN100209,MERCHANT003,CUSTOMER6935,10052.99,UPI,SUCCESS,,0,2026-08-19T00:47:03.382035
TXN100210,MERCHANT001,CUSTOMER5060,16404.29,CARD,SUCCESS,,0,2026-08-10T04:42:20.382040
TXN100211,MERCHANT004,CUSTOMER1535,8502.42,WALLET,FAILED,TIMEOUT,0,2026-08-11T13:33:51.382046
TXN100212,MERCHANT001,CUSTOMER1544,12182.22,NET_BANKING,FAILED,TIMEOUT,0,2026-08-14T20:13:00.382052
TXN100213,MERCHANT003,CUSTOMER3236,3265.46,CARD,SUCCESS,,0,2026-08-20T00:16:57.382058
TXN100214,MERCHANT005,CUSTOMER7083,19912.15,WALLET,SUCCESS,,0,2026-08-07T05:47:15.382063
TXN100215,MERCHANT004,CUSTOMER7368,5828.02,WALLET,SUCCESS,,0,2026-08-07T08:38:26.382068
TXN100216,MERCHANT004,CUSTOMER3953,5082.1,WALLET,FAILED,NETWORK_ERROR,0,2026-08-10T14:14:43.382075
TXN100217,MERCHANT003,CUSTOMER6169,24549.96,CARD,SUCCESS,,0,2026-08-03T21:05:50.382080
TXN100218,MERCHANT001,CUSTOMER9932,17789.9,CARD,FAILED,NETWORK_ERROR,3,2026-08-20T21:17:30.382086
TXN100219,MERCHANT005,CUSTOMER5613,10106.82,CARD,FAILED,INSUFFICIENT_FUNDS,2,2026-07-25T14:38:27.382093
TXN100220,MERCHANT004,CUSTOMER9601,19613.84,CARD,FAILED,TIMEOUT,1,2026-08-11T15:21:02.382099
TXN100221,MERCHANT003,CUSTOMER2814,721.45,NET_BANKING,SUCCESS,,0,2026-08-06T04:35:53.382104
TXN100222,MERCHANT003,CUSTOMER6078,16223.04,CARD,SUCCESS,,0,2026-08-05T23:12:59.382110
TXN100223,MERCHANT001,CUSTOMER2215,1412.27,UPI,SUCCESS,,0,2026-08-14T09:09:19.382115
TXN100224,MERCHANT004,CUSTOMER1129,1648.49,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,3,2026-08-20T14:57:38.382121
TXN100225,MERCHANT002,CUSTOMER3680,14547.49,UPI,SUCCESS,,0,2026-08-05T18:13:47.382126
TXN100226,MERCHANT001,CUSTOMER6678,23471.89,UPI,SUCCESS,,0,2026-08-05T22:39:51.382131
